PM2.5,PM10,NO2,SO2,CO,O3,AQI
65.15,149.28,66.74,9.33,0.6,39.63,133.0786577181208
29.34,96.37,46.54,10.69,0.36,17.73,96.37
36.1,101.66,32.61,10.62,0.42,23.69,101.43852348993289
67.32,162.39,58.54,14.9,0.48,35.85,141.7893288590604
53.11,146.75,67.58,11.65,0.58,25.58,131.3976510067114
56.69,187.02,69.15,14.66,0.48,59.3,158.15422818791947
61.85,142.43,64.16,16.52,0.59,15.91,128.52731543624162
51.46,138.02,47.85,7.77,0.51,26.12,125.5971812080537
61.7,152.61,57.51,12.33,0.5,16.95,135.2912080536913
79.22,180.54,66.95,12.91,0.52,21.99,163.19931034482758
70.0,171.27,62.77,10.32,0.49,32.14,147.68946308724833
73.55,186.22,74.92,13.07,0.9,27.02,157.62268456375838
82.01,217.38,71.82,8.29,0.64,26.77,178.32630872483222
74.22,174.1,80.7,13.28,0.71,28.55,149.5697986577181
83.38,208.34,89.85,11.89,0.6,27.21,177.4006896551724
64.48,170.7,65.82,15.29,0.59,20.91,147.31073825503356
48.02,124.52,41.74,13.16,0.39,14.38,116.62738255033557
41.21,97.79,32.73,13.92,0.27,14.85,97.79
39.33,110.68,43.44,14.21,0.34,12.2,107.431677852349
39.56,120.41,36.37,12.74,0.65,8.31,113.89657718120804
46.78,108.16,23.87,12.47,0.55,14.97,105.75731543624161
51.66,116.56,25.47,13.47,0.79,23.48,111.33852348993288
52.53,114.07,19.52,12.95,0.73,29.25,109.68409395973154
51.08,118.06,23.78,13.1,0.76,19.92,112.3351677852349
43.12,120.28,28.2,14.46,0.81,15.84,113.81020134228189
43.82,135.49,30.61,21.27,0.86,10.48,123.9161744966443
43.05,133.3,28.08,31.86,0.72,11.34,122.46107382550336
32.44,102.5,20.16,17.85,0.67,10.84,101.99664429530202
30.56,112.77,19.23,22.0,0.73,10.99,108.8203355704698
27.0,105.21,16.56,13.27,0.68,13.42,103.79724832214765
30.14,112.62,14.82,14.09,0.86,14.3,108.7206711409396
22.48,92.11,13.34,14.17,0.65,16.71,92.11
21.05,91.05,12.2,15.22,0.65,13.56,91.05
23.55,93.35,16.07,22.1,0.67,13.45,93.35
13.43,53.4,8.69,18.11,0.5,12.42,53.4
12.3,41.07,15.78,17.48,0.52,19.04,41.07
17.66,75.01,25.5,17.77,0.53,22.55,75.01
26.36,81.66,27.77,15.44,0.61,36.27,81.66
18.62,58.53,28.29,15.8,0.72,23.72,58.53
18.78,54.33,28.03,14.14,0.75,35.87,54.33
11.73,28.82,24.88,15.25,0.58,22.6,31.099999999999998
14.73,36.46,25.37,13.2,0.62,6.91,36.46
11.59,36.85,24.39,8.2,0.53,17.63,36.85
13.73,58.99,25.34,15.08,0.57,21.27,58.99
14.46,75.42,29.51,15.47,0.55,19.11,75.42
16.43,79.75,29.32,15.09,0.56,25.37,79.75
21.96,95.29,30.47,11.77,0.68,9.99,95.29
18.8,77.36,28.6,15.45,0.54,13.04,77.36
23.03,85.25,34.67,14.33,0.61,13.38,85.25
29.4,95.38,41.17,15.94,0.63,14.01,95.38
21.56,72.91,27.85,12.16,0.52,12.3,72.91
19.12,74.97,21.96,16.41,0.61,10.67,74.97
14.99,69.53,27.61,15.34,0.63,15.85,69.53
15.42,70.25,33.4,21.21,0.65,12.62,70.25
24.26,101.33,42.52,23.25,0.63,21.28,101.21926174496645
29.42,116.33,40.06,12.59,0.94,12.58,111.18570469798658
23.82,106.35,37.72,22.84,0.73,11.03,104.55469798657718
24.93,103.84,34.01,17.71,0.78,22.77,102.88697986577182
26.66,113.77,35.79,17.38,0.76,7.11,109.48476510067114
26.27,111.08,33.79,14.04,0.61,7.95,107.69744966442953
31.57,125.3,31.68,17.29,0.57,9.33,117.14563758389261
24.04,94.0,31.25,15.48,0.19,12.99,94.0
25.27,80.93,20.03,13.94,0.41,19.77,80.93
25.84,72.78,26.95,12.93,0.36,16.8,72.78
35.47,104.07,38.51,13.4,0.35,21.56,103.03979865771812
30.88,95.57,39.38,10.45,0.29,17.62,95.57
40.81,126.8,50.26,12.4,0.16,21.95,118.14228187919463
36.07,116.48,41.25,11.33,0.19,24.85,111.28536912751679
32.05,101.8,24.43,13.63,0.17,27.0,101.53154362416107
17.23,60.51,11.0,15.2,0.1,19.85,60.51
20.63,45.01,12.67,16.59,0.12,30.29,45.01
32.14,85.62,9.33,15.33,0.12,51.83,85.62
31.71,85.56,12.82,15.28,0.16,44.0,85.56
39.55,93.22,23.98,14.43,0.12,32.12,93.22
28.67,73.16,23.96,14.76,0.15,28.24,73.16
15.98,56.0,15.66,13.33,0.21,15.34,56.0
18.36,62.1,21.27,15.48,0.19,12.72,62.1
18.52,50.21,18.74,13.48,0.19,15.44,30.866666666666667
17.41,52.6,19.37,13.38,0.22,11.12,52.6
24.41,73.41,19.3,13.49,0.22,5.88,73.41
34.41,99.04,21.78,12.94,0.22,7.63,99.04
40.98,120.44,30.25,12.42,0.22,16.54,113.91651006711409
59.08,175.76,41.72,13.24,0.28,24.38,150.67275167785235
29.11,85.21,15.97,13.68,0.11,18.62,85.21
28.14,70.27,27.6,13.82,0.27,14.29,70.27
42.79,110.95,27.66,11.45,0.12,5.7,107.61107382550335
53.43,132.44,39.91,12.22,0.23,9.47,121.8896644295302
68.05,186.07,38.04,12.37,0.23,10.38,157.5230201342282
64.64,196.45,61.05,11.66,0.22,8.46,164.4197986577181
37.0,135.33,24.65,6.65,0.02,5.85,123.8098657718121
49.94,144.65,25.38,11.79,0.18,19.6,130.0023489932886
42.42,127.88,26.57,14.03,0.25,8.92,118.85986577181208
45.81,134.01,26.3,14.42,0.4,7.63,122.9328187919463
38.1,89.64,22.5,13.77,0.37,5.41,89.64
26.4,74.66,19.01,13.86,0.28,8.49,74.66
41.29,82.85,47.04,12.65,0.54,12.47,82.85
61.75,152.56,41.48,12.25,0.59,6.69,135.2579865771812
53.33,146.7,37.05,10.72,0.7,7.57,131.36442953020133
52.98,156.76,37.92,9.82,0.58,8.07,138.04859060402686
51.79,127.65,48.58,10.03,0.59,14.53,118.70704697986578
34.52,117.77,39.48,12.28,0.44,13.21,112.14248322147651
27.56,84.74,34.05,14.05,0.31,6.13,84.74
31.54,77.84,33.72,12.35,0.43,14.5,77.84
42.2,105.53,36.67,13.12,0.38,10.7,104.00986577181209
29.72,73.37,30.25,13.49,0.34,17.27,73.37
10.33,48.33,27.21,10.93,0.33,7.46,48.33
11.84,57.65,32.14,13.18,0.32,9.07,57.65
20.53,61.53,34.26,10.11,0.35,8.49,61.53
23.56,59.33,28.62,10.76,0.25,5.23,59.33
29.96,72.33,38.25,12.43,0.38,9.07,72.33
36.23,77.08,42.68,14.04,0.69,7.96,77.08
30.8,88.25,35.23,9.95,0.55,4.92,88.25
26.12,82.87,40.52,8.33,0.44,5.98,82.87
46.25,107.55,40.7,9.34,0.5,4.84,105.35201342281879
45.49,104.7,40.32,12.18,0.67,4.13,103.45838926174497
33.63,84.6,36.63,10.94,0.46,4.9,84.6
29.06,88.92,35.97,10.75,0.41,5.43,88.92
33.7,88.19,31.9,11.77,0.44,4.14,88.19
36.47,98.81,32.38,12.29,0.49,4.23,98.81
36.77,107.4,33.32,13.01,0.6,4.38,105.25234899328859
32.93,93.26,33.68,11.68,0.51,5.96,93.26
43.2,105.06,39.23,12.03,0.53,12.22,103.69758389261744
46.42,113.24,41.12,9.04,0.63,9.71,109.13261744966442
26.81,80.05,32.53,11.89,0.46,5.41,80.05
31.84,81.49,30.77,12.93,0.37,4.38,81.49
25.28,67.14,30.54,12.04,0.38,4.37,67.14
36.94,91.06,32.98,12.38,0.52,4.41,91.06
26.19,59.08,33.69,12.76,0.39,5.59,59.08
19.85,52.22,30.64,12.5,0.29,4.41,52.22
16.63,51.31,30.58,12.54,0.24,4.41,51.31
19.88,43.71,30.7,12.85,0.28,4.38,43.71
17.56,50.57,31.31,13.05,0.32,4.25,39.137499999999996
21.55,72.89,31.29,12.24,0.25,4.36,72.89
22.83,101.71,30.85,11.18,0.3,4.46,101.47174496644296
31.8,103.69,39.9,12.21,0.63,5.4,102.78731543624161
36.63,107.96,33.28,10.58,0.38,4.44,105.62442953020134
31.67,94.42,30.57,11.66,0.45,4.3,94.42
24.86,84.23,30.26,11.31,0.35,4.33,84.23
27.0,104.28,31.27,12.02,0.36,4.37,103.1793288590604
37.18,130.63,34.8,11.41,0.37,4.21,120.68704697986577
44.79,142.79,39.52,12.36,0.58,5.8,128.7665100671141
31.88,93.69,33.67,12.53,0.45,4.23,93.69
29.07,104.88,32.27,10.67,0.38,4.26,103.5779865771812
25.01,80.0,31.28,12.6,0.41,4.34,80.0
26.78,86.08,33.64,13.51,0.37,5.84,86.08
34.78,126.08,43.88,11.82,0.54,5.74,117.66389261744966
27.04,116.11,29.41,10.87,0.26,7.9,111.03953020134229
26.84,95.61,29.88,12.46,0.52,6.7,95.61
27.12,104.07,29.07,11.03,0.44,4.05,103.03979865771812
32.32,101.23,28.25,10.17,0.39,6.68,101.15281879194632
20.34,64.16,23.79,9.37,0.26,4.54,64.16
22.53,80.68,31.59,12.9,0.37,8.25,80.68
33.14,115.28,29.82,14.34,0.22,13.4,110.48805369127517
28.49,96.86,25.66,13.27,0.23,15.79,96.86
16.46,75.41,24.04,12.66,0.3,15.55,75.41
22.92,80.88,26.93,11.27,0.25,7.77,80.88
24.57,68.07,31.87,12.76,0.4,6.26,68.07
22.23,58.09,30.14,12.37,0.31,4.64,58.09
27.25,62.64,32.0,10.11,0.35,4.29,62.64
21.6,74.96,27.59,10.79,0.29,4.37,74.96
28.69,117.47,30.64,11.2,0.42,4.37,111.94315436241611
26.29,108.17,28.88,8.87,0.34,4.88,105.76395973154362
26.31,84.74,30.8,11.1,0.38,4.55,84.74
29.38,90.26,34.04,11.99,0.43,4.37,90.26
22.21,70.04,30.56,10.22,0.4,4.6,70.04
25.46,107.63,30.65,11.39,0.55,4.53,105.4051677852349
25.16,91.0,30.96,10.84,0.37,4.41,91.0
40.38,116.17,32.96,7.71,0.47,4.41,111.07939597315436
41.57,112.27,33.73,6.69,0.47,8.11,108.48812080536912
32.37,101.28,35.58,9.68,0.54,4.64,101.18604026845638
32.19,95.08,30.08,8.72,0.39,4.53,95.08
34.52,121.67,32.64,8.76,0.47,4.54,114.73375838926175
33.5,114.87,31.66,8.52,0.4,4.61,110.21563758389262
32.29,104.32,37.41,10.3,0.42,4.76,103.20590604026845
26.29,81.91,35.06,7.33,0.43,7.0,81.91
41.07,119.5,34.96,7.35,0.37,9.45,113.29194630872483
35.77,107.67,34.26,7.5,0.47,9.63,105.43174496644295
47.79,115.53,41.3,8.05,0.56,7.93,110.6541610738255
39.16,160.13,40.85,6.61,0.43,13.51,140.28771812080538
27.98,66.98,17.22,8.88,0.26,20.08,66.98
21.89,62.31,21.64,6.77,0.27,16.41,62.31
26.17,104.01,29.81,3.54,0.45,6.94,102.99993288590605
13.18,44.37,17.89,6.38,0.22,14.54,44.37
7.93,33.21,14.51,8.03,0.26,16.27,33.21
15.33,56.9,32.33,6.07,0.48,4.8,56.9
32.08,121.0,33.99,5.25,0.47,5.31,114.28859060402685
27.4,66.04,27.57,4.75,0.35,8.67,66.04
19.92,58.1,29.17,13.52,0.32,16.28,58.1
37.86,120.06,37.7,14.91,0.49,23.39,113.66402684563758
11.03,28.95,23.03,17.46,0.3,15.08,28.95
7.3,27.2,22.47,19.41,0.44,16.15,28.0875
18.14,43.06,29.49,17.06,0.42,15.05,43.06
26.29,67.19,29.05,16.51,0.38,14.77,67.19
23.98,74.18,28.89,20.62,0.51,14.2,74.18
29.63,88.76,32.13,15.57,0.51,13.93,88.76
35.93,96.77,42.2,14.67,0.78,15.06,96.77
38.0,101.54,31.55,12.33,0.41,14.4,101.35879194630873
34.79,103.79,32.06,13.36,0.52,14.65,102.85375838926176
36.41,117.18,32.62,14.75,0.49,13.99,111.75046979865772
31.1,76.51,35.16,11.99,0.31,14.94,76.51
34.68,78.1,40.81,10.81,0.45,15.7,78.1
34.55,81.89,36.8,14.3,0.58,14.33,81.89
43.77,110.56,33.42,11.15,0.52,14.79,107.35194630872483
49.24,109.81,45.69,16.27,0.83,17.75,106.85362416107382
47.73,114.57,43.3,13.05,0.56,23.25,110.01630872483221
43.9,141.05,50.81,9.97,0.49,23.74,127.61040268456377
42.19,138.64,44.25,13.42,0.52,26.78,126.00912751677852
31.52,102.95,31.18,12.15,0.38,22.41,102.29563758389261
35.74,103.76,34.22,15.34,0.43,20.47,102.83382550335571
27.76,89.86,29.81,11.89,0.42,21.27,89.86
31.52,117.02,30.0,13.6,0.47,21.93,111.6441610738255
15.22,39.57,21.19,15.27,0.39,21.38,39.57
27.98,69.35,40.66,21.01,0.8,20.2,69.35
39.05,98.91,36.73,11.17,0.39,22.93,98.91
59.64,132.81,51.96,19.42,0.99,25.54,122.1355033557047
38.11,83.17,36.89,24.38,0.44,18.51,83.17
15.7,34.23,16.05,26.67,0.28,20.98,34.23
14.63,39.87,17.88,27.46,0.54,28.13,39.87
15.13,33.91,21.1,26.83,0.64,22.71,33.91
13.33,37.84,28.39,26.17,0.35,19.14,37.84
11.63,25.24,24.75,27.75,0.54,18.37,34.6875
20.96,48.82,42.76,27.75,0.87,21.84,53.21128205128205
30.26,80.02,40.61,20.49,0.65,26.34,80.02
35.5,139.0,44.79,26.75,0.76,21.77,126.24832214765101
28.63,59.39,30.56,26.77,0.32,26.79,59.39
14.2,37.45,20.99,27.74,0.35,18.67,37.45
14.25,75.38,26.05,27.31,0.33,18.0,75.38
8.59,28.41,17.83,23.11,0.31,18.55,28.8875
31.55,60.0,26.2,22.67,0.32,26.58,60.0
55.51,137.48,34.91,21.18,0.3,31.7,125.23838926174496
54.22,98.09,17.58,21.35,0.36,33.34,98.09
55.7,101.14,19.29,15.95,0.31,35.71,101.09302013422818
56.38,107.98,25.39,22.11,0.61,20.89,105.63771812080537
52.92,118.38,36.86,23.61,0.58,16.8,112.54778523489932
39.52,96.01,33.04,21.62,0.53,16.4,96.01
107.93,183.29,41.76,18.58,0.41,19.23,258.79551724137934
89.54,180.21,39.17,20.58,0.58,32.65,198.42965517241382
69.99,196.06,43.75,14.44,0.27,33.32,164.1606711409396
49.49,105.51,27.96,20.91,0.34,30.6,103.99657718120805
58.4,130.05,35.13,19.2,0.44,29.4,120.301677852349
64.07,123.18,31.4,21.51,0.51,22.8,115.73704697986578
64.72,129.94,30.25,22.6,0.5,27.09,120.22859060402685
58.38,123.22,30.66,21.77,0.4,21.48,115.76362416107382
47.34,96.55,26.51,21.51,0.48,27.68,96.55
51.02,100.92,24.3,22.05,0.32,33.65,84.82689655172415
48.14,84.89,21.7,24.96,0.7,28.55,84.89
66.61,116.18,20.63,25.25,0.42,35.47,120.15137931034482
60.71,131.86,26.95,27.25,0.55,37.29,121.50429530201343
84.4,213.63,52.59,28.55,0.39,39.22,180.88275862068969
92.21,200.74,44.27,28.44,0.44,36.9,205.1306896551724
77.55,189.88,42.71,28.77,0.5,28.61,160.0544966442953
55.78,119.68,27.63,28.78,0.14,24.1,113.41154362416108
64.48,131.69,27.04,27.71,0.46,27.3,121.39134228187919
50.59,109.51,25.21,26.9,0.3,30.71,106.65429530201342
60.38,125.83,23.59,21.51,1.03,37.93,117.49778523489933
72.53,134.05,28.01,19.94,0.41,32.89,140.3610344827586
75.77,141.6,37.19,18.22,0.46,31.99,151.42172413793102
101.06,247.29,73.77,19.97,0.62,31.24,235.34275862068966
94.64,232.24,59.7,19.24,0.61,28.2,213.42620689655172
84.16,197.34,56.49,13.77,0.54,29.94,180.06344827586207
55.41,139.07,35.57,20.97,0.66,21.9,126.2948322147651
54.23,131.91,35.23,22.73,0.52,28.67,121.5375167785235
50.09,111.22,35.13,19.73,0.43,18.88,107.79046979865771
50.16,102.67,38.42,23.5,0.63,17.02,102.10959731543625
61.68,114.26,33.45,25.16,0.54,18.74,109.8103355704698
44.09,84.01,23.13,24.81,0.41,28.95,84.01
30.91,70.48,21.1,26.15,0.27,29.89,70.48
86.54,164.99,59.24,26.25,1.21,17.98,188.188275862069
100.95,209.91,75.55,18.57,0.78,37.37,234.96724137931034
99.6,245.54,86.48,20.49,1.55,28.33,230.35862068965514
96.75,239.49,70.76,20.9,1.02,32.7,220.6293103448276
103.54,232.63,56.11,23.84,0.95,25.48,243.8089655172414
105.56,244.1,56.78,22.76,1.02,21.63,250.7048275862069
65.03,120.92,33.16,25.9,0.68,27.13,114.75758620689655
64.41,121.69,31.52,29.5,0.41,25.05,114.74704697986577
86.15,146.35,28.01,28.68,0.73,28.52,186.85689655172416
107.31,176.94,23.31,28.22,0.57,44.42,256.6789655172414
129.17,207.48,31.06,27.19,0.99,29.99,307.27
131.45,224.1,39.87,26.61,0.93,21.16,309.01976744186044
92.0,168.73,35.73,27.26,0.66,18.56,204.41379310344828
83.44,161.87,33.33,28.36,0.78,25.3,177.6055172413793
81.69,152.47,37.92,24.47,0.79,19.38,171.6313793103448
72.59,111.26,33.01,25.7,0.89,18.79,140.56586206896554
77.29,100.65,31.68,27.53,0.6,18.14,156.61068965517245
57.69,125.84,27.81,24.97,1.39,19.58,117.50442953020135
48.02,96.06,35.89,21.66,0.52,32.78,96.06
78.42,164.62,47.91,32.66,0.99,23.0,160.46827586206896
73.21,218.31,57.19,22.89,0.75,20.04,178.94422818791946
77.96,237.78,41.81,26.0,0.76,29.43,191.8806711409396
76.95,142.31,21.96,25.4,0.54,35.0,155.45000000000002
78.62,159.64,29.74,27.05,0.69,33.1,161.15103448275863
85.21,211.38,41.38,25.7,0.76,27.79,183.64793103448272
99.69,206.92,37.18,25.53,0.84,28.8,230.6658620689655
117.0,228.63,38.28,25.41,0.91,19.63,289.7586206896552
109.65,195.25,34.28,28.91,0.83,26.82,264.6672413793104
118.12,207.93,33.55,31.14,0.81,24.51,293.58206896551724
84.56,152.57,33.62,24.39,0.64,16.11,181.42896551724138
38.15,79.87,39.51,11.39,0.48,14.41,79.87
40.58,113.14,29.95,9.26,0.47,16.31,109.0661744966443
42.42,146.45,36.44,9.29,0.57,15.24,131.198322147651
31.38,94.16,32.69,9.25,0.6,14.15,94.16
34.43,79.6,28.19,9.19,0.4,15.93,79.6
102.31,156.65,24.09,9.18,0.57,16.53,239.61
60.49,149.12,36.36,9.24,0.56,14.74,132.9723489932886
65.57,123.32,29.36,9.25,0.45,15.11,116.60103448275859
46.64,84.46,29.44,9.29,0.38,14.67,84.46
53.74,120.65,35.08,9.36,0.45,15.76,114.05604026845639
81.34,131.22,28.54,9.33,0.65,17.01,170.43655172413793
114.65,187.85,25.25,9.39,1.18,19.57,281.7362068965517
132.88,220.54,30.72,9.02,1.76,20.58,310.1172093023256
98.99,217.84,39.81,7.3,1.19,24.92,228.2762068965517
76.93,223.02,43.99,2.78,1.36,18.21,182.0736912751678
75.34,207.26,44.71,9.66,1.22,20.26,171.60228187919463
86.86,234.09,50.14,4.28,1.43,19.82,189.42892617449667
103.24,265.24,53.36,4.33,1.0,16.03,242.7848275862069
105.98,230.25,50.12,4.29,0.7,14.17,252.13862068965517
83.55,180.24,49.0,8.48,1.14,14.97,177.98103448275862
106.23,182.37,39.36,1.68,0.97,13.74,252.99206896551726
59.36,122.6,36.38,1.75,1.11,13.83,115.35167785234898
55.78,111.98,35.38,3.17,0.61,13.61,108.29543624161074
68.29,131.89,37.41,1.97,1.03,12.96,125.88655172413795
71.54,134.08,36.77,2.28,0.95,13.8,136.98137931034483
76.76,157.93,38.68,2.53,0.69,13.79,154.80137931034483
86.35,203.6,38.95,3.26,0.55,14.95,187.53965517241377
93.39,158.43,31.42,3.96,0.51,17.02,209.15896551724137
109.65,189.48,33.76,4.65,0.64,18.51,264.6672413793104
79.69,155.42,36.56,2.79,0.51,16.54,164.80379310344827
103.53,257.77,51.05,19.77,0.86,14.81,243.7748275862069
138.03,310.07,58.4,3.48,1.36,14.15,314.0695348837209
121.58,288.26,48.46,3.68,0.94,17.41,301.4451162790698
90.14,285.33,56.39,3.03,1.56,15.44,235.32999999999998
149.51,321.5,47.07,4.14,1.08,17.85,322.87976744186045
87.47,155.33,32.24,7.99,0.8,19.34,191.36310344827587
75.89,144.92,30.54,8.29,0.52,20.83,151.83137931034483
80.64,157.82,31.75,7.3,0.87,18.49,168.04689655172416
74.62,142.01,31.69,3.79,0.72,14.1,147.49586206896552
75.43,214.26,35.39,9.55,0.68,14.31,176.25328859060403
80.08,146.12,31.9,5.24,0.69,14.3,166.1351724137931
91.69,246.59,46.35,8.91,1.21,14.02,203.3555172413793
129.58,368.74,64.27,8.27,1.53,13.92,323.23113924050637
51.1,149.9,30.63,7.43,1.12,14.79,133.49060402684563
58.04,147.25,31.19,5.85,1.12,14.01,131.7298657718121
58.8,159.74,33.52,5.34,1.17,14.06,140.02859060402685
49.81,136.01,33.58,9.59,1.13,14.06,124.26167785234898
57.74,153.66,35.28,8.36,1.46,14.05,135.9888590604027
78.64,163.3,32.43,7.18,1.39,14.09,161.2193103448276
62.58,188.28,32.3,7.06,1.18,14.05,158.99140939597316
86.81,300.19,43.45,8.16,1.22,14.2,250.19
95.46,278.01,39.75,6.33,1.71,14.16,228.01
64.64,163.36,32.32,7.23,0.75,14.15,142.4338255033557
62.34,163.96,32.86,6.42,1.06,14.05,142.8324832214765
40.04,114.65,27.12,3.61,0.72,14.11,110.06946308724832
37.4,118.18,29.98,5.91,1.12,14.26,112.41489932885906
34.48,106.42,30.92,5.0,0.83,14.17,104.60120805369128
41.38,105.41,31.22,5.5,0.81,14.26,103.93013422818791
56.16,136.9,34.14,5.82,1.56,14.15,124.85302013422819
71.63,159.9,34.93,4.8,0.88,14.0,140.13489932885906
60.5,136.09,31.97,5.18,0.81,13.94,124.3148322147651
54.93,125.71,31.67,6.12,0.46,14.12,117.41805369127516
59.53,164.22,36.4,7.03,0.87,14.18,143.00523489932885
58.31,139.72,35.53,6.86,0.67,14.05,126.72671140939597
63.58,185.08,44.53,7.44,0.84,14.05,156.86523489932887
88.83,291.96,51.3,6.79,0.95,14.46,241.95999999999998
96.47,300.84,50.3,5.8,1.24,14.01,250.83999999999997
91.23,274.48,52.9,18.21,1.67,14.12,224.48000000000002
89.67,247.83,50.47,8.52,1.43,14.08,198.87344827586207
79.27,271.29,49.29,5.8,1.27,14.28,221.29000000000002
82.53,264.7,50.78,8.61,1.52,14.44,214.7
69.02,212.41,43.7,5.33,1.78,14.43,175.02409395973154
67.03,210.35,42.26,8.94,1.62,14.54,173.6553691275168
66.55,189.62,43.1,12.88,0.89,15.29,159.88174496644297
53.54,155.38,34.84,12.7,1.39,14.11,137.131677852349
61.78,157.03,34.76,13.57,0.75,13.84,138.2279865771812
62.61,150.09,38.15,16.56,1.18,14.14,133.6168456375839
86.32,239.98,58.33,14.83,1.12,14.39,193.34241610738255
102.53,270.81,58.88,16.7,1.44,14.63,240.3610344827586
74.07,195.56,43.68,12.93,1.03,14.54,163.82845637583893
47.9,113.25,34.89,14.05,0.97,15.14,109.13926174496645
43.89,122.17,40.73,16.15,1.14,14.74,115.06597315436241
48.38,138.95,41.66,14.45,1.11,14.75,126.21510067114093
13.7,60.36,35.81,14.9,0.68,14.6,60.36
19.61,68.22,37.72,13.77,0.62,14.59,68.22
21.31,68.38,34.38,15.38,0.84,14.75,68.38
24.78,68.76,34.28,14.12,0.64,43.37,68.76
29.57,120.9,38.24,14.77,0.77,34.16,114.22214765100672
19.39,68.13,31.06,13.51,0.55,23.54,68.13
25.27,74.75,29.79,15.24,0.55,22.61,74.75
24.78,89.25,33.06,16.45,0.57,37.21,89.25
28.02,79.81,31.46,12.11,0.45,28.53,79.81
29.05,91.13,29.77,13.55,0.33,18.72,91.13
26.59,76.58,29.75,14.51,0.6,18.6,76.58
29.7,86.79,31.35,15.03,1.94,18.64,96.73333333333332
21.2,77.49,31.28,11.61,0.38,19.34,77.49
20.29,66.9,30.21,14.41,0.54,18.83,66.9
19.78,70.51,33.94,14.53,0.5,18.59,70.51
21.94,70.27,32.52,14.31,0.52,19.12,70.27
24.53,74.96,32.69,12.83,0.7,19.18,74.96
21.58,72.34,31.49,14.54,0.77,18.91,72.34
21.55,69.9,31.49,13.38,0.53,19.35,69.9
30.19,101.29,31.92,12.98,0.54,20.25,101.19268456375839
38.65,114.88,34.19,16.3,0.8,20.29,110.22228187919463
54.25,113.54,34.38,12.78,0.37,19.63,109.33194630872484
62.06,144.65,37.37,12.99,0.54,20.07,130.0023489932886
53.28,206.69,39.57,14.98,0.75,20.63,171.22355704697986
55.55,171.47,37.22,11.42,1.2,19.9,147.82234899328859
53.67,160.62,36.26,12.48,0.84,18.58,140.61328859060404
53.72,156.09,38.84,15.14,1.19,18.89,137.60342281879196
70.39,188.2,40.63,14.84,0.92,19.6,158.93825503355703
77.73,175.5,34.9,12.81,0.73,19.35,158.11275862068968
68.6,182.43,37.83,11.64,0.72,18.55,155.1044966442953
64.84,227.14,39.18,16.07,0.71,18.03,184.8111409395973
59.8,192.45,37.04,11.41,0.79,18.55,161.76208053691275
58.93,173.73,34.96,12.66,0.62,19.92,149.32395973154362
62.83,136.65,31.19,11.17,0.49,22.24,124.68691275167785
55.94,139.14,35.73,14.57,0.79,19.46,126.34134228187918
24.91,69.79,25.27,12.87,0.45,25.41,69.79
32.25,77.76,24.4,11.8,0.37,22.73,77.76
21.83,60.48,24.74,14.21,0.42,18.5,60.48
34.37,99.04,27.28,15.33,0.22,21.47,99.04
43.97,116.21,34.72,13.44,1.95,18.13,111.10597315436242
43.84,103.38,34.21,14.42,0.5,18.56,102.58134228187919
42.64,125.44,37.43,14.87,0.49,19.39,117.2386577181208
41.44,137.46,40.77,13.65,0.47,19.64,125.22510067114095
26.5,81.2,36.89,13.55,0.52,20.7,81.2
28.96,122.2,34.79,14.08,0.41,19.92,115.08590604026845
22.05,78.05,33.99,14.28,0.46,18.8,78.05
13.14,44.76,30.36,13.96,0.36,22.22,44.76
23.11,89.22,36.24,15.19,0.27,19.05,89.22
22.9,100.13,36.69,13.56,0.37,19.93,45.8625
28.67,87.02,38.31,13.05,0.55,19.75,87.02
36.18,88.78,35.96,13.87,0.52,20.11,88.78
43.86,88.35,34.51,12.7,0.43,19.74,88.35
36.0,71.17,32.22,11.59,0.24,20.22,71.17
27.58,78.0,29.62,11.94,0.33,22.98,78.0
19.11,55.84,28.78,13.25,0.27,21.56,55.84
32.84,118.77,36.0,13.66,0.53,19.8,112.80691275167786
72.3,165.24,34.99,18.56,0.62,21.88,143.68295302013422
62.08,185.55,39.26,16.03,0.59,22.85,157.1775167785235
47.41,151.04,27.53,10.62,0.6,23.36,134.24805369127517
34.69,100.2,29.36,14.83,0.35,19.25,57.23482758620689
35.42,119.36,36.41,11.71,0.38,19.82,113.19892617449665
37.36,112.22,36.14,11.67,0.41,20.66,108.45489932885906
44.66,119.18,38.47,12.29,0.49,21.06,113.07932885906041
30.5,89.06,35.01,15.54,0.42,21.31,89.06
37.97,99.01,36.13,13.91,0.42,19.77,99.01
37.46,100.43,38.97,13.57,0.36,21.45,61.9151724137931
45.37,112.43,38.66,13.71,0.29,19.86,108.59442953020135
44.0,107.53,39.68,13.92,0.57,20.14,105.33872483221477
44.51,117.59,42.38,13.81,0.57,22.12,112.02288590604027
56.94,143.72,37.2,9.91,0.51,22.31,129.38442953020134
54.01,133.03,40.47,18.52,0.54,22.42,122.28167785234899
53.85,189.96,42.7,19.8,0.72,21.25,160.10765100671142
35.98,101.76,36.91,13.13,0.31,19.99,101.50496644295302
57.74,175.08,45.53,14.06,0.71,20.33,150.22093959731546
61.42,144.77,41.44,14.26,0.68,20.42,130.08208053691277
74.2,172.96,40.34,10.36,0.46,20.48,148.8123489932886
34.9,100.71,32.32,13.84,0.39,23.71,57.58965517241379
38.13,106.32,32.53,13.8,0.3,22.6,104.53476510067114
